gene	2620771_BL	2430935_BL	2295595_BL	2264225_BL	1794247_BL	2296723_BL	2502699_BL
ARIH1	6.62561630450276	5.1197908365138	4.81815155368347	5.6277959481019	5.15789010222531	4.73662304294984	4.83634124713336
ARIH2	6.62085656225709	6.14016954879707	6.29375024800093	6.2172677602367	5.72321614647457	6.16475312049889	6.10255931768244
ARL10	6.53987819635409	5.96025164268791	6.23755226838822	6.37165612284877	6.22891117566636	5.99469851800599	6.14617811328998
ARL11	4.35646484569936	3.44373660966176	4.81224404311594	3.72962989087201	4.31531969782454	4.35801445510722	3.85783504203674
ARL13A	-0.077317204987366	0.542801053342461	0.112895964210376	0.9470366355135	-3.77847614470167	1.24839014294846	-1.79885622203822
ARL13B	1.40124909339378	1.55305122028137	0.841797956585693	1.55080522930052	0.871126075926354	1.38685217895456	1.27515628239727
ARL14	-2.11997526311583	-4.2182622673131	-3.05001768244292	-2.18053943718929	-1.13902220793118	-2.41306199287102	-2.77597883345057
ARL15	2.45679095988206	2.2953135470968	3.10650603654981	1.63394483936648	2.54389958788728	2.42875030238499	2.55695792575398
ARL16	-7.44261015154673	-7.94476479104274	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ARL17A	2.37493762716747	2.41434399629453	2.9574622332594	2.18755681965685	1.44764254268361	2.87663597748517	2.70508761188168
ARL17B	1.82770783781673	0.530451978582339	2.31662685659486	2.01948314118692	1.62367306634678	1.20625972395301	1.37684918060349
ARL1	-4.06160421551261	-8.94268366682586	-3.22386847603104	-1.94847337848595	-3.82749217439201	-1.61224023708421	-7.69112833980296
ARL2BP	-2.52304596057876	-1.55933995091494	-0.049728637855306	-2.95923663308818	-1.1829395824013	-0.886223422160427	-3.97682170718629
ARL2	2.78488757900555	1.24074681419567	2.8842660857177	2.36122663274054	1.86923090634026	2.503136197965	1.64490460178715
ARL3	4.7061621238381	4.36739969569844	4.4201375763025	4.47653338530136	4.77949170946561	4.45939421872947	3.96513631185726
ARL4A	1.17631485761787	1.49703577192402	2.12659001669656	1.48909322785386	1.83109857325837	1.48995612492468	0.663215545891728
ARL4C	2.9676642756648	3.7825790329033	3.32416248372435	2.92636394978957	4.23936299201234	3.90162896836899	5.11815743804434
ARL4D	2.10095220527365	5.81062269776844	3.18784417969995	3.39024560828316	4.16576477832545	1.94756266489542	2.697245293634
ARL5A	-2.26797838340204	0.716373629325486	0.112895964210376	0.481598021971478	-1.59274325944132	-0.490118929384912	-1.03585989765449
ARL5B	4.36434193403703	3.65471824742969	3.98348281348212	3.77773959184739	4.814812912056	3.85920932902147	3.70196906779852
ARL5C	4.56359878647418	3.69538682594324	3.196940948315	3.60789217556286	3.03091067498635	3.92887149443483	3.4700504047551
ARL6IP1	-2.05130361023353	-4.2182622673131	-4.51002756404413	-2.56084688481205	-7.70204511140621	-3.21108494993475	-2.77597883345057
ARL6IP4	-1.45548573550697	-0.021850823879188	0.087033233699099	-0.018364126614162	0.782557287382705	0.10652771617372	-0.096182217074863
ARL6IP5	6.27240316081367	6.09213834015622	6.67416709048461	6.07355748550274	5.78365043310422	6.50853854701128	6.9913302368779
ARL6IP6	5.73849008541332	4.97408941497152	5.82780524276819	5.76837189897797	5.19750243294358	5.66439729371512	5.22428961303484
ARL6	7.2553999865939	7.21401859445208	6.76132200401322	7.02471524020339	5.59214343407366	6.4538856984525	6.34393315054636
ARL8A	3.99378475965703	3.46335814425134	3.54683785222158	3.65314468328756	4.19286652698238	3.80495655668838	3.53894939223185
ARL8B	6.76439270757644	6.40699484774635	5.58206762064107	6.49140767035392	7.22361803378847	6.17229577364161	5.58778006323205
ARL9	5.75685897616883	5.13210266675973	5.33323038483465	5.47103152142753	4.71140161826944	5.68019464437148	5.19349393594968
ARMC10	-1.59515380950049	-7.94476479104274	-2.48697475715259	-0.04855433486028	-2.16729473549254	-0.826692810183796	-1.92229228579644
ARMC1	2.82881830318619	2.38377921403746	4.28874312733983	3.41672863357328	2.53714779944095	3.58969752687172	3.71885215454297
ARMC2	3.80295396286535	2.29895831173671	3.98348281348212	3.55992407064947	2.64470270341884	3.57045170114868	3.38798434650902
ARMC3	2.30462823780392	2.55814912267196	2.44434266430926	2.94180271727836	1.82556787895889	2.49148919029624	1.77478243812514
ARMC4	-7.44261015154673	0.626405723955724	-7.51640380130784	-7.4048477747528	-3.13650499015912	-7.52664253553674	-7.7661025943389
ARMC5	-7.44261015154673	-3.11019445252427	-0.0213194176123	-3.51146909164277	-3.13650499015912	1.17747336174278	-3.17596382868279
ARMC6	6.50787760397463	4.17553882615097	4.69407452726914	6.37964932968073	3.93740563146837	5.38089153114406	4.45742310185926
ARMC7	4.40309487654798	3.36072495374449	4.3056617288617	4.69384599904315	2.9820303046193	4.20952364209001	4.38360129517796
ARMC8	1.99128182741737	1.44535012235362	2.01443311396526	2.37550867558035	1.64266843805841	2.07007981612161	1.21051176077529
ARMC9	6.54785512294103	6.25532775274799	6.32554909119234	6.19186922380885	6.61969696340587	6.37526285734869	6.80564287217995
ARMCX1	-0.111869228040172	-0.369806146512354	0.643140331746803	-0.126915199982566	0.71236932932456	1.89989828629193	0.44330767786794
ARMCX2	-0.401327	0.4409156	2.26566	1.322171	0.9746988	1.399372	2.041629
ARMCX3	-7.44261	-2.963256	0.412692	-2.396514	0.4501804	0.4452291	-1.529819
ARMCX5	2.227265	1.138679	0.8724022	2.058955	1.071331	2.120101	1.296076
ARMCX6	2.138184	1.300148	2.423826	2.431264	2.530364	2.366351	2.190578
ARMS2	0.820912	0.4276587	1.480971	1.555831	1.673782	1.859694	1.07989
ARNT2	-7.44261	-7.944765	-7.516404	-7.404848	-5.762863	-7.526643	-7.766103
ARNTL2	6.915048	6.535946	6.514765	6.67221	7.314275	6.491098	6.719864
ARNTL	-5.881416	-2.490936	-7.516404	-3.690311	-7.702045	-0.1796711	-4.272896
ARNT	2.927821	5.421347	3.743839	4.755755	5.494013	4.321478	3.348474
ARPC1A	4.898535	1.089019	0.08703323	4.064491	2.485476	3.467202	3.186121
ARPC1B	5.868522	5.567514	6.067778	5.69596	6.076889	5.959464	5.625115
ARPC2	7.282778	7.33567	6.542982	7.037122	5.84917	7.190253	5.89025
ARPC3	8.455948	8.628609	7.957595	8.314487	10.11969	8.508429	7.456675
ARPC4	9.109879	8.909178	9.035762	9.264244	9.483398	9.32151	8.425943
ARPC5L	5.070176	5.455223	4.255751	4.686418	5.246441	4.917777	4.150772
ARPC5	5.110544	6.064033	5.072434	5.374428	4.997448	5.747229	4.980624
ARPM1	3.983593	3.985063	3.59351	4.423908	2.75937	4.113062	3.18238
ARPP19	-3.388818	-5.923553	-4.510028	-2.396514	-7.702045	-1.347831	-1.740885
ARPP21	5.787647	4.938898	5.144733	5.388933	4.659499	5.18692	4.803235
ARR3	-2.348093	-2.595322	5.033186	-1.342298	-5.762863	-5.147399	2.070248
ARRB1	0.6866221	-0.6221084	-0.8297098	0.325572	0.2987406	-0.3790464	0.138129
ARRB2	6.956935	7.078376	6.225749	7.417362	6.106551	6.542975	6.126846
ARRDC1	7.383307	9.243635	7.2967	8.115551	9.582536	8.544234	7.077052
ARRDC2	6.091329	5.510497	5.112245	6.373258	4.82108	5.692328	4.980624
ARRDC3	4.323711	4.416039	4.867412	5.707578	3.656662	4.345938	4.444989
ARRDC4	6.402227	6.507679	6.073552	5.35582	6.211524	6.221377	6.252795
ARRDC5	3.067543	3.248344	3.466367	4.228471	3.035709	4.016812	3.343458
ARSA	2.178059	1.35019	1.776272	2.500666	1.538341	1.162862	0.09102401
ARSB	4.623245	4.970666	4.751799	4.827637	3.89974	4.193439	3.534555
ARSD	6.035196	4.956312	5.583802	5.107233	6.249451	5.982789	5.341292
ARSE	4.887098	3.235087	3.706108	4.722062	4.788759	4.708602	3.498909
ARSF	-2.523046	-5.923553	-2.836979	-1.459094	-2.000832	0.7684224	-4.645847
ARSG	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ARSH	1.041324	4.802406	2.738209	2.358353	2.994407	1.972913	1.724226
ARSI	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ARSJ	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ARSK	-7.44261	-4.218262	-2.339396	-7.404848	-7.702045	-2.814276	-7.766103
ART1	0.9097144	0.7163736	2.248263	1.357137	1.263564	1.20626	1.282163
ART3	-5.881416	-2.82991	-5.34081	-4.417511	-1.014763	-4.293172	-3.976822
ART4	-4.304464	-7.944765	-5.34081	-7.404848	-7.702045	-7.526643	-5.932144
ART5	-7.44261	-5.113193	2.696057	-2.848861	-1.425142	-0.6878006	3.115301
ARTN	-3.569106	-5.923553	-3.300058	-3.690311	-7.702045	-3.371982	-5.932144
ARV1	-5.149251	-7.944765	-7.516404	-2.848861	-4.076829	-4.293172	-2.663998
ARVCF	1.75287	1.647561	3.486291	2.372664	2.007539	2.601226	3.212036
ARX	1.999398	3.067853	2.717287	3.168692	0.492677	3.434121	2.867639
AR	-7.44261	-7.944765	-3.300058	-7.404848	-5.762863	-7.526643	-7.766103
AS3MT	-0.1118692	-0.00377779	1.567683	1.46258	-0.125091	-0.07205892	0.3662702
ASAH1	7.886169	8.272578	7.297229	8.040174	8.037733	7.763631	7.215832
ASAH2B	-4.304464	-3.670095	-2.651389	-3.511469	-7.702045	-4.002253	-7.766103
ASAH2	-7.44261	-0.6221084	-0.6890043	-3.20909	-0.1908261	-1.52575	-3.175964
ASAM	-3.569106	-1.316926	-0.6890043	-1.992726	-1.275001	-0.8862234	-1.798856
ASAP1IT1	6.217798	8.245092	7.06441	7.130606	8.840778	7.818265	7.759992
ASAP1	-7.44261	-5.923553	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ASAP2	3.103755	4.350815	0.4936677	4.887162	3.323537	3.256279	-0.9349071
ASAP3	-3.228577	0.7698815	0.06069839	-0.3344141	-0.1038285	-0.1796711	-0.5643412
ASB10	3.004422	2.945296	3.315836	2.936033	3.209261	2.774616	2.638394
ASB11	-5.881416	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ASB12	-5.881416	-7.944765	-7.516404	-3.511469	-7.702045	-7.526643	-7.766103
ASB13	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ASB14	1.306306	0.1331919	1.367383	2.069535	0.9545706	2.09723	1.514121
ASB15	2.450884	0.212632	-0.405884	1.292372	1.295922	0.9580773	0.9800034
ASB16	-1.138114	-7.944765	-7.516404	-5.954615	-7.702045	-3.211085	-3.731284
ASB17	0.6144788	-0.4409747	-0.7812671	-0.315936	-4.076829	0.4208743	-0.3983035
ASB18	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ASB1	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ASB2	-4.015688	1.162882	0.3917174	0.1506025	1.279834	-0.161169	-0.5897013
ASB3	4.771006	3.608471	4.114074	5.646761	4.439094	4.04298	4.308374
ASB4	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ASB5	-7.44261	-7.944765	-7.516404	-7.404848	-5.762863	-7.526643	-7.766103
ASB6	3.45456	3.410429	3.417914	4.388432	2.802238	3.660316	3.335059
ASB7	3.714514	3.624536	3.546838	3.692465	3.123967	3.290287	3.399307
ASB8	4.120118	4.272341	4.123647	4.191008	3.731024	3.909309	3.97814
ASB9	-0.908174	-2.490936	1.667042	0.2898237	-7.702045	-5.147399	-2.560086
ASCC1	5.604906	4.677069	5.587842	5.406426	5.394333	5.081132	5.372404
ASCC2	6.482227	8.134381	6.586896	6.556004	6.993437	6.68508	7.407657
ASCC3	7.456985	6.763697	7.752058	6.847147	7.101933	7.451777	7.559386
ASCL1	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-5.932144
ASCL2	-5.881416	-3.918298	-7.516404	-7.404848	-7.702045	-2.599766	-5.932144
ASCL3	-7.44261	-5.923553	-7.516404	-2.848861	-7.702045	-5.147399	-3.976822
ASCL4	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ASF1A	3.747414	3.076373	4.901199	3.997737	2.821815	3.631421	4.362269
ASF1B	-2.19208	1.307404	2.975195	2.206854	1.890577	3.347938	2.423894
ASFMR1	-2.953274	-3.110194	-2.651389	-4.417511	-7.702045	-5.89376	-7.766103
ASGR1	0.2965415	2.169559	0.1632708	0.163829	2.002646	-0.2174026	-0.7236534
ASGR2	0.9770194	2.643763	-0.2008258	-1.070423	3.477823	1.850605	-0.2293494
ASH1L	8.560444	7.991911	7.594189	8.057164	7.966728	7.827993	8.104527
ASH2L	6.991677	6.334042	6.711146	6.635593	6.950412	6.693047	6.77135
ASIP	-7.44261	-7.944765	-3.602713	-3.078761	-7.702045	-3.211085	-4.272896
ASL	4.592054	5.597421	4.995451	6.17788	5.717255	5.730605	4.179203
ASMTL	-0.3801145	-1.727109	-1.970116	-0.7397076	-1.716376	-1.390296	-2.463158
ASMT	6.36345	5.722787	5.528427	6.451518	3.886521	5.366218	4.179203
ASNA1	5.485393	5.368993	5.311059	5.260922	5.177561	5.513491	5.16345
ASNSD1	1.790774	2.793378	3.999169	3.041904	4.092821	4.130063	3.646033
ASNS	4.007934	3.309247	3.8572	3.829493	4.015991	3.53968	4.006975
ASPA	-7.44261	-7.944765	-3.050018	-7.404848	-7.702045	-2.503396	-5.932144
ASPDH	0.6038717	-1.148623	-1.290048	-1.269378	-2.693786	-0.5611135	-0.5394192
ASPG	-3.775186	-2.393597	-5.34081	-3.894503	-7.702045	-5.89376	-4.272896
ASPHD1	6.844153	5.865728	6.538218	6.446791	5.918677	6.614854	5.921439
ASPHD2	-3.228577	-7.944765	-7.516404	-3.894503	-5.762863	-2.703038	-3.521521
ASPH	1.678999	1.391744	-0.2008258	0.7061359	1.447643	0.7587383	-0.2494178
ASPM	2.465606	2.878661	7.802718	5.319345	7.23683	7.473401	7.992439
ASPN	-2.19208	-7.944765	0.1383032	-2.396514	-0.4885626	-1.013203	-1.529819
ASPRV1	0.6866221	1.509673	-0.7812671	2.904862	-0.1908261	1.095215	-0.07812343
ASPSCR1	4.94917	3.408743	4.199532	4.51058	3.354591	3.790772	3.911918
ASRGL1	2.636665	1.233147	2.236547	1.249591	3.751585	3.636718	1.537734
ASS1	-0.6836687	-0.4654997	2.950307	-0.8155537	-7.702045	0.6050888	1.833201
ASTE1	3.18961	2.273249	2.479559	3.298784	2.944252	2.725746	2.977481
ASTL	-2.953274	0.780349	-0.1384755	-0.6215373	-0.5163864	0.2516797	-1.798856
ASTN1	-7.44261	-7.944765	-4.510028	-7.404848	-7.702045	-7.526643	-7.766103
ASTN2	-1.985753	0.04912133	0.6954275	-1.234254	0.7825573	0.3581254	-1.922292
ASXL1	8.397747	7.183535	7.704612	8.416474	7.866017	7.568449	7.497136
ASXL2	6.610628	6.249689	6.431148	7.235041	7.106216	6.608803	6.600206
ASXL3	-7.44261	-3.273813	-7.516404	-7.404848	-7.702045	-1.227456	-2.897389
ASZ1	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ATAD1	4.968937	4.151549	4.98586	4.962419	4.222628	5.049709	4.743565
ATAD2B	6.116033	4.980345	7.070403	5.895715	6.337334	7.267085	7.182047
ATAD2	6.522207	5.79393	5.78973	6.589625	6.015367	5.654966	6.050416
ATAD3A	3.68714	3.114103	5.26206	4.323616	3.438508	4.757439	4.377889
ATAD3B	5.321078	4.133291	5.282145	4.728196	3.903683	5.466299	4.517295
ATAD3C	1.041324	-5.923553	-1.767788	-3.690311	-7.702045	-0.6357834	-2.463158
ATAD5	3.60442	2.732688	4.360666	3.907246	4.297451	4.792863	4.752422
ATCAY	-3.569106	-7.944765	-5.34081	-7.404848	-7.702045	-5.89376	-5.932144
ATE1	5.644259	4.972949	5.022992	4.693276	4.961968	5.225662	4.900927
ATF1	3.911234	3.78518	4.841543	4.343368	5.122244	4.499196	4.559001
ATF2	6.338275	5.953041	6.04361	6.015691	7.783645	6.150706	6.037792
ATF3	5.714964	3.450307	2.932264	5.698234	3.72658	5.086464	5.387509
ATF4	8.373168	7.179957	7.323079	8.192185	8.626021	7.434298	7.231868
ATF5	1.357719	1.307404	2.259884	2.40922	3.009119	1.552947	1.57815
ATF6B	7.39364	6.853957	6.471377	6.663506	7.393509	6.991927	6.964084
ATF6	6.791521	6.234305	6.320009	6.714255	6.976225	6.528088	6.096112
ATF7IP2	5.943526	5.185749	5.444986	5.917841	7.055144	5.654313	5.170548
ATF7IP	7.001813	7.703496	7.98192	6.834149	8.331306	7.119303	7.271248
ATF7	3.607078	3.122355	4.452148	4.094156	3.658218	2.872152	3.625518
ATG10	2.57011	1.114063	2.248263	2.31455	1.043015	2.573874	1.555194
ATG12	4.219002	3.955347	3.764382	4.211056	3.798921	3.820168	3.76585
ATG16L1	5.646522	5.398171	5.06996	5.768101	5.263927	5.634923	5.210582
ATG16L2	7.795349	7.682199	6.575897	7.57774	6.471757	7.264414	6.509074
ATG2A	6.338875	7.711979	6.813267	6.596652	6.205947	6.550361	6.325821
ATG2B	6.777873	5.971715	6.119326	6.291827	6.480362	6.189293	6.738611
ATG3	5.463191	6.7295	6.290921	5.804711	7.011512	6.367319	5.994452
ATG4A	3.303789	3.219787	4.602341	3.324041	4.083583	3.824816	4.326281
ATG4B	6.387808	5.300646	5.582646	6.185804	5.984679	5.563019	5.425188
ATG4C	4.386945	2.982036	4.298636	3.940288	4.31532	3.890586	4.275394
ATG4D	4.383073	4.293505	3.754147	4.759572	3.645719	3.924547	4.292846
ATG5	4.305825	3.689845	3.92811	4.059192	4.148149	3.946041	3.95421
ATG7	5.408624	6.288935	4.148867	5.561258	6.442924	6.33693	4.624561
ATG9A	4.401565	5.846555	4.970028	5.381875	5.722472	5.210201	5.931223
ATG9B	-2.523046	-5.923553	-1.767788	-1.992726	-4.076829	-2.171729	-2.206228
ATHL1	5.38365	6.28756	5.437969	4.95245	4.214187	5.424419	3.935443
ATIC	6.996501	5.096943	7.429656	6.621731	5.96689	6.847789	6.886032
ATL1	4.684303	2.856572	3.047382	4.201468	1.836608	3.065225	2.773814
ATL2	4.931252	3.643295	4.958485	5.666642	3.607556	4.728584	4.706931
ATL3	6.299155	5.33078	6.157493	5.678786	4.725576	5.859371	5.77514
ATMIN	7.823907	8.820471	8.322708	7.874897	8.252607	7.512733	8.027719
ATM	5.857122	4.839167	5.060854	5.030337	5.273098	5.03474	4.869868
ATN1	7.567478	5.341423	6.437558	6.789648	7.447617	6.529691	6.180101
ATOH1	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ATOH7	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ATOH8	-7.44261	-3.45839	-7.516404	-0.4505467	-7.702045	-1.902239	-5.932144
ATOX1	3.749821	3.26521	3.784637	3.699294	2.931436	3.954549	3.230266
ATP10A	5.352307	4.920087	4.002631	6.304572	3.826872	3.838672	4.862874
ATP10B	-5.149251	-3.918298	-2.339396	-1.459094	-1.478874	-4.002253	-4.272896
ATP10D	5.793201	5.296094	5.299844	5.546502	5.188374	5.414816	5.46576
ATP11A	7.122491	7.497076	6.423418	7.424764	8.335751	7.253465	6.231912
ATP11B	7.840309	7.668	7.233638	7.252364	7.839164	7.748955	7.040715
ATP11C	6.338075	4.92717	5.555202	5.730538	5.182437	5.520672	5.147711
ATP12A	-7.44261	-7.944765	-2.339396	-4.773147	-7.702045	-4.657964	-1.922292
ATP13A1	6.5178	5.929427	6.408486	6.81803	5.789344	6.298596	6.16478
ATP13A2	5.984222	5.989586	5.96769	6.606978	5.463624	6.365725	5.266417
ATP13A3	6.998147	6.508467	6.836736	6.618132	6.110536	6.844073	6.694154
ATP13A4	0.7648825	0.8712882	0.9746765	1.402476	0.492677	-0.1796711	-0.5643412
ATP13A5	-7.44261	-5.923553	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ATP1A1	8.521391	8.306979	7.910676	8.063463	8.127839	8.473101	7.802647
ATP1A2	-7.44261	-7.944765	-2.651389	-7.404848	-7.702045	-7.526643	-7.766103
ATP1A3	2.597102	4.965515	3.150872	4.746994	3.819935	4.859506	4.397381
ATP1A4	-3.388818	-0.6221084	-0.6890043	-5.246174	-7.702045	-2.503396	-7.766103
ATP1B1	5.871288	3.442089	5.406946	4.144229	3.269568	4.533676	5.283976
ATP1B2	0.1583956	2.620648	5.644907	-0.2796751	5.05589	3.651185	6.391891
ATP1B3	5.447704	4.795327	4.808292	5.225881	5.033277	5.254804	5.061758
ATP1B4	-3.388818	-5.113193	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ATP2A1	4.047611	2.087642	2.381898	3.499914	2.587032	2.929385	1.682464
ATP2A2	9.318985	8.240302	8.355829	8.939961	8.363329	8.774466	8.097344
ATP2A3	9.649493	8.615058	9.061152	9.427535	7.722653	8.455225	7.663257
ATP2B1	6.563336	6.884146	4.954021	6.918258	6.389104	6.250605	5.940388
ATP2B2	-4.015688	-3.45839	-3.300058	-3.352372	-7.702045	-2.503396	-4.272896
ATP2B3	-2.722182	-5.113193	-7.516404	-4.417511	-7.702045	-5.89376	-3.338421
ATP2B4	9.498008	8.425141	8.358618	8.656661	8.235048	8.560655	8.587262
ATP2C1	8.764856	7.129165	7.990664	8.617917	8.031441	8.141744	8.01022
ATP2C2	-3.775186	-2.1357	-1.290048	-1.133741	-4.076829	-0.2561476	-0.7236534
ATP4A	-7.44261	-4.218262	-3.300058	-2.848861	-2.000832	-5.147399	-5.932144
ATP4B	-7.44261	-7.944765	-2.339396	-7.404848	-7.702045	-5.89376	-2.372335
ATP5A1	8.429536	7.273697	8.624966	8.021053	6.647979	8.249825	7.921076
ATP5B	8.920684	8.218757	8.86793	8.600658	7.769313	8.806839	8.773015
ATP5C1	7.228572	6.00473	6.714317	7.067459	6.83868	6.670789	6.406594
ATP5D	4.651846	3.776056	4.655001	4.405931	4.171226	4.367603	4.154595
ATP5EP2	7.66788	7.965351	7.801849	8.171974	6.93364	7.83413	7.928911
ATP5E	-2.722182	-1.668991	1.735233	2.051858	-5.762863	1.82763	2.008212
ATP5F1	5.918866	5.317814	5.901067	5.52424	6.045118	5.796868	5.40286
ATP5G1	4.415279	3.267072	4.933305	3.882458	3.398091	4.743391	4.435592
ATP5G2	7.436863	5.815402	7.542493	7.233768	6.294187	7.025882	7.003306
ATP5G3	4.867278	4.197185	5.473963	5.1008	3.839275	5.272351	5.130343
ATP5H	5.050293	4.706183	5.636574	5.265531	4.577145	5.550445	5.06836
ATP5I	4.975123	4.475224	4.885342	4.254977	3.981592	4.69914	4.490319
ATP5J2	3.700892	2.839155	4.011252	3.818036	4.59757	3.74736	3.465441
ATP5J	4.068013	3.46984	4.366052	3.668306	6.576721	4.370785	4.074119
ATP5L2	8.042914	6.9257	7.878292	7.817208	8.477606	7.691021	7.258203
ATP5L	0.9097144	0.6494291	0.112896	0.4709959	-5.762863	0.5833079	0.1986347
ATP5O	5.467952	4.205947	5.53442	5.058494	4.161381	5.051197	4.766231
ATP5SL	3.501032	2.421049	2.311052	2.987152	0.7123693	2.197412	2.464501
ATP5S	3.969202	3.037631	3.839883	4.252658	3.977857	3.643312	3.335059
ATP6AP1L	7.968447	6.939338	6.836251	7.375252	6.812708	7.278355	6.71938
ATP6AP1	-1.035051	-2.1357	-0.9317662	0.4921228	1.295922	-1.96504	-1.303154
ATP6AP2	7.161327	7.46418	6.909557	7.173639	7.537049	7.601331	6.844623
ATP6V0A1	4.712347	5.397746	5.15566	5.345699	6.035269	5.03223	5.54909
ATP6V0A2	7.360843	6.112993	6.797156	7.793338	6.071934	6.370502	6.493498
ATP6V0A4	-7.44261	-7.944765	-2.083023	-3.690311	-3.531375	-2.599766	-7.766103
ATP6V0B	6.378114	6.432936	5.395138	6.530703	5.097789	6.317066	5.525663
ATP6V0C	3.307062	4.188369	1.951327	2.386833	2.573898	2.935845	3.184252
ATP6V0D1	5.380158	6.795169	5.371229	5.814965	6.210198	6.324881	5.174319
ATP6V0D2	-7.44261	-7.944765	-0.8798357	-5.954615	-7.702045	-3.371982	-5.150149
ATP6V0E1	5.558625	6.159344	5.510297	5.612804	6.748945	6.052566	5.379364
ATP6V0E2	-0.3386027	0.5792264	0.6431403	-0.3720957	2.773801	0.4572541	0.3125273
ATP6V1A	6.286152	6.84557	6.162532	5.975235	6.04898	6.697014	6.505149
ATP6V1B1	-0.2982521	-1.850879	-3.050018	-0.4305304	-5.762863	-0.8561511	-1.144412
ATP6V1B2	6.857609	7.986977	7.112475	7.616061	7.990169	7.412075	6.898198
ATP6V1C1	4.694337	5.106853	5.244619	4.922122	4.52179	5.587843	4.966556
ATP6V1C2	-1.102935	-2.490936	-0.7343983	-1.234254	-2.973366	-2.328052	-1.221601
ATP6V1D	4.357254	4.908205	4.623861	4.226108	4.257961	5.005353	5.130828
ATP6V1E1	5.646522	5.697121	5.739253	5.8215	6.113092	5.974969	5.720088
ATP6V1E2	-0.8781246	-1.613124	1.03002	-0.7397076	-0.60323	-1.390296	-0.8713277
ATP6V1F	4.281071	3.248344	3.181748	3.440019	4.729283	3.686091	3.287101
ATP6V1G1	5.366103	4.516508	4.970028	5.389285	5.532713	4.958533	4.487291
ATP6V1G2	-2.051304	-3.45839	-2.083023	-3.078761	-5.762863	-7.526643	-2.775979
ATP6V1G3	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ATP6V1H	5.070658	4.124074	4.840576	4.796131	4.26615	4.92158	4.732096
ATP7A	5.627665	5.882222	5.66526	5.320453	5.997955	5.386798	6.085387
ATP7B	3.324933	3.779973	6.192783	6.467106	2.606513	3.976648	5.348403
ATP8A1	6.809375	7.010531	6.455988	7.294031	7.869632	8.340311	7.174182
ATP8A2	-2.833106	-1.507489	-3.602713	-5.246174	-1.373339	-5.89376	-3.976822
ATP8B1	3.392743	2.431049	3.027123	1.878183	1.673782	3.993261	2.322182
ATP8B2	6.849354	6.108587	6.912551	7.121843	5.97815	5.967369	6.530381
ATP8B3	4.109847	2.902814	3.478852	3.946998	3.483102	3.45526	2.266738
ATP8B4	9.18974	6.760066	7.499485	7.324624	8.715085	8.984273	8.229412
ATP8B5P	-3.775186	-7.944765	-3.986189	-2.560847	-7.702045	-4.002253	-4.272896
ATP9A	-2.348093	4.447578	1.567683	5.167981	3.152962	5.804831	0.6196229
ATP9B	5.724788	5.491112	5.582646	5.65029	5.334745	5.624297	5.160601
ATPAF1	3.042232	2.738068	4.006086	2.349698	3.729544	3.632747	3.576484
ATPAF2	5.325523	4.187386	4.783345	4.680104	4.331019	5.008932	4.781765
ATPBD4	1.673937	1.072078	2.145508	-0.1269152	1.144232	1.524655	2.106228
ATPIF1	4.649914	3.839997	5.645461	4.316231	5.260344	4.814643	4.746101
ATRIP	6.453344	5.569779	5.848157	5.979449	5.92451	5.949921	6.043989
ATRNL1	1.443505	1.255828	2.254085	1.853907	2.810661	1.930412	2.082341
ATRN	6.489088	5.438384	5.679933	6.916428	6.256662	6.159013	5.831456
ATRX	-7.44261	-5.923553	-0.7343983	-3.078761	-7.702045	-1.842057	-7.766103
ATR	8.402919	7.798767	8.334005	7.854521	8.51567	7.739447	7.808422
ATXN10	5.913507	6.076297	5.318719	6.13592	6.281871	5.486976	4.994556
ATXN1L	7.437049	6.349062	7.214355	6.752923	5.731373	6.978953	6.761355
ATXN1	5.524584	5.457263	4.016399	5.17085	6.384645	5.15682	4.598833
ATXN2L	7.336323	6.308052	6.681477	7.028222	8.24667	6.745778	6.64353
ATXN2	8.809212	7.65881	7.988265	7.945523	8.310484	8.220361	7.901729
