name	Mutations_of_interest_vs_CD34_diff	Mutations_of_interest_vs_CD34_p.val	ProteinDescriptions
EIF5	-0.929793282051278	0.000214252521705421	Eukaryotic translation initiation factor 5
EIF5A	0.84928369230769	1.57996228318468e-05	Eukaryotic translation initiation factor 5A-1
EIF5B	-1.14179441025641	0.000105330991655742	Eukaryotic translation initiation factor 5B
ELAC2	-1.41719066666667	1.34891602823784e-07	Zinc phosphodiesterase ELAC protein 2
ELF1	-0.827783282051296	0.00806576404726678	ETS-related transcription factor Elf-1
ELMO2	2.46055333241253	1.88615488168002e-12	Engulfment and cell motility protein 2
ELP4	-1.20498182679203	0.000328153560496101	Elongator complex protein 4
EMC1	-0.757624871794878	0.00116485204257031	ER membrane protein complex subunit 1
EMC3	-0.713309950011817	0.0258637614247843	ER membrane protein complex subunit 3
EMC8	-0.554632708099813	0.0228999053105467	ER membrane protein complex subunit 8
EMD	0.495833948717948	0.00792115695642082	Emerin
EML2	-1.10744635897436	7.83652110869864e-05	Echinoderm microtubule-associated protein-like 2
EML3	-1.92886502564103	9.40464976839875e-15	Echinoderm microtubule-associated protein-like 3
EML4	-0.995956461538462	0.000103405772025247	Echinoderm microtubule-associated protein-like 4
EMSY	6.02498540099827	3.11847799253877e-05	Protein EMSY
ENO2	-4.75116257733016	2.13167788056595e-20	Gamma-enolase
EP300	-0.551813948717944	0.0168956551851112	Histone acetyltransferase p300
EPB41L2	-0.978620820512829	0.0255450877396763	Band 4.1-like protein 2
EPRS	-1.14133948717949	1.14390030196384e-07	Bifunctional glutamate/proline--tRNA ligase
EPS15L1	-0.847191692307693	0.000161696114924242	Epidermal growth factor receptor substrate 15-like 1
EPX	-2.39939558974359	0.0324999005785206	Eosinophil peroxidase
ERC1	-1.49351213900768	4.56710550294612e-05	ELKS/Rab6-interacting/CAST family member 1
ERCC4	-0.866058205128214	0.0016239942638099	DNA repair endonuclease XPF
ERCC5	3.45161340373138	3.77293542279082e-12	DNA repair protein complementing XP-G cells
ERH	-0.505799794871809	0.0494281087929678	Enhancer of rudimentary homolog
ERI3	-0.638773333333345	0.00448948867763382	ERI1 exoribonuclease 3
ERLIN1	1.9289678974359	6.24961411985561e-09	Erlin-1
ERO1L	1.08827528205129	6.98413935373424e-05	ERO1-like protein alpha
ERP29	0.592354512820506	0.0222643255548578	Endoplasmic reticulum resident protein 29
ESD	-0.815683282051289	0.00243482002526905	S-formylglutathione hydrolase
ETF1	-1.08680651282052	1.870531166387e-08	Eukaryotic peptide chain release factor subunit 1
ETFB	0.605776564102559	0.0095542618288788	Electron transfer flavoprotein subunit beta
ETFDH	-0.442642153846158	0.0576216742619699	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
ETHE1	0.43900107692307	0.0864523667014862	Persulfide dioxygenase ETHE1, mitochondrial
EXOC1	-2.29897805128206	2.20341271226872e-12	Exocyst complex component 1
EXOC2	-0.761443538461544	0.00230510104112168	Exocyst complex component 2
EXOC3	0.547813516601515	0.0272973779430159	Exocyst complex component 3
EXOC5	-1.53482635897437	4.20380976970166e-09	Exocyst complex component 5
EXOC6	-1.16106902564103	3.71089522426231e-08	Exocyst complex component 6
EXOSC10	-0.562128051282055	0.0049617540439668	Exosome component 10
EXOSC2	-0.992120205128215	1.63933914838047e-05	Exosome complex component RRP4
EXOSC3	-0.937683743589748	4.08868074823254e-07	Exosome complex component RRP40
EXOSC5	-1.18845630769231	1.05210668967057e-06	Exosome complex component RRP46
EXOSC6	0.577609897435888	0.00643618755079673	Exosome complex component MTR3
EXOSC7	-0.924113179487181	4.26975879112299e-05	Exosome complex component RRP42
EXOSC8	-0.801648561963081	0.00989343213675679	Exosome complex component RRP43
EYA3	-1.62054240461902	1.12844479484078e-07	Eyes absent homolog 3
EZR	-0.638526000000009	0.0382567849583161	Ezrin
F11R	1.04581443020155	0.00618091558325273	Junctional adhesion molecule A
F2	-2.35513343589745	7.93539898596633e-05	Prothrombin
FABP5	-1.8801594871795	4.09554877331878e-08	Fatty acid-binding protein, epidermal
FADD	-2.9856827346877	1.24260387933794e-15	FAS-associated death domain protein
FADS2	-1.53234980553368	0.00433993276344907	Fatty acid desaturase 2
FAF1	-0.875769128205135	0.000437479525717692	FAS-associated factor 1
FAH	-0.689242871794878	0.0235921576041252	Fumarylacetoacetase
FAHD2A	-0.777591128205128	0.00292701762749396	Fumarylacetoacetate hydrolase domain-containing protein 2A
FAM105A	1.3416356474715	0.0256912883516481	Inactive ubiquitin thioesterase FAM105A
FAM114A2	-1.07626605128205	1.57816022711544e-05	Protein FAM114A2
FAM120A	-0.590400923076924	0.00295464867245898	Constitutive coactivator of PPAR-gamma-like protein 1
FAM120B	-0.621898781174844	0.027302563313795	Constitutive coactivator of peroxisome proliferator-activated receptor gamma
FAM129B	-2.33239861538462	1.30730789908282e-06	Niban-like protein 1
FAM134C	0.503028059391792	0.0832501441252513	Protein FAM134C
FAM136A	-1.01784461538463	0.00377481645112507	Protein FAM136A
FAM175B	-0.446756717948718	0.044776664355867	BRISC complex subunit Abro1
FAM192A	-1.93291315374874	5.42704641825187e-06	Protein FAM192A
FAM195B	-0.923084596612529	0.0113503710059556	Protein FAM195B
FAM3C	-0.934839743589734	0.00045294325641595	Protein FAM3C
FAM45A	-0.960842051282048	0.00897292858174331	Protein FAM45A
FAM49B	2.04185758974358	7.57733455939729e-15	Protein FAM49B
FAM50A	-0.622580205128212	0.021924785476985	Protein FAM50A
FAM60A	-0.770385025356427	0.0212165740898184	Protein FAM60A
FAM65B	1.17323137360502	0.00166765491338548	Protein FAM65B
FAM96A	-0.90929276923077	0.000345980870127072	MIP18 family protein FAM96A
FAM96B	-1.21914256410257	0.000118802853110975	Mitotic spindle-associated MMXD complex subunit MIP18
FAM98A	-0.960762121154564	0.00703212778801386	Protein FAM98A
FANCD2	1.01472825641026	0.0709586051458931	Fanconi anemia group D2 protein
FANCI	-0.911937281703285	0.0290568042901571	Fanconi anemia group I protein
FARSA	-0.549914102564099	0.0386585248304374	Phenylalanine--tRNA ligase alpha subunit
FAS	0.957638474642641	0.00591999052875197	Tumor necrosis factor receptor superfamily member 6
FASTKD2	-1.00641736471476	0.00111594322579308	FAST kinase domain-containing protein 2
FBL	0.840344102564096	0.00215790455732324	rRNA 2'-O-methyltransferase fibrillarin
FBLN1	-2.57798199999999	0.000178533868887064	Fibulin-1
FBP1	-2.58235533333334	9.29016173994787e-05	Fructose-1,6-bisphosphatase 1
FBXO22	-0.600535756017932	0.0451923062953651	F-box only protein 22
FCGRT	0.933200708969894	0.0332986195249372	IgG receptor FcRn large subunit p51
FCHSD2	-4.1106172121553	5.03329429451196e-25	F-BAR and double SH3 domains protein 2
FDFT1	-0.889817950466622	0.0145122724431947	Squalene synthase
FDPS	-1.39334512820514	4.99804528614429e-10	Farnesyl pyrophosphate synthase
FDXR	1.18022085291284	6.80994329343371e-05	NADPH:adrenodoxin oxidoreductase, mitochondrial
FEN1	-0.469275948717954	0.0748924805449694	Flap endonuclease 1
FERMT3	0.779625897435892	0.0504255173180388	Fermitin family homolog 3
FH	0.75578307692307	0.00150003415808211	Fumarate hydratase, mitochondrial
FIBP	-0.937401435897435	0.000143649477417892	Acidic fibroblast growth factor intracellular-binding protein
FIP1L1	0.729042153846139	0.0191911604942827	Pre-mRNA 3'-end-processing factor FIP1
FKBP15	-1.14269815384616	3.42034847266135e-05	FK506-binding protein 15
FKBP3	-0.7847081025641	9.63979558986956e-06	Peptidyl-prolyl cis-trans isomerase FKBP3
FKBP4	-0.72826246153846	0.0258853171772407	Peptidyl-prolyl cis-trans isomerase FKBP4
FKBP5	-0.735179846153855	0.00500205341822987	Peptidyl-prolyl cis-trans isomerase FKBP5
FLAD1	1.09677244865067	0.000164068059580996	FAD synthase
FLI1	-0.557175641025642	0.0156102638789658	Friend leukemia integration 1 transcription factor
FLOT1	-1.09302394871795	0.0441843433857769	Flotillin-1
FLOT2	-1.25442815384616	0.00143186011445768	Flotillin-2
FMR1	-1.02554282435805	0.00173802834810385	Fragile X mental retardation protein 1
FN1	1.4633786153846	0.0867885777912039	Fibronectin
FN3K	-2.26944642866883	5.0484817040578e-08	Fructosamine-3-kinase
FNBP1	-0.623778153846164	0.0130051618647675	Formin-binding protein 1
FNTA	-1.21360097435899	2.69492805646496e-07	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
FOCAD	-0.526076206496468	0.0139581870832186	Focadhesin
FRG1	-0.737939948717948	0.000953665783689731	Protein FRG1
FRYL	-0.395334051282052	0.0974323107873528	Protein furry homolog-like
FSCN1	-1.30025656410258	0.0217459381042761	Fascin
FTH1	-0.781986000000007	0.0250403473651196	Ferritin heavy chain
FTO	-1.80474553846153	6.18264349517857e-07	Alpha-ketoglutarate-dependent dioxygenase FTO
FUBP3	-0.540453641025636	0.0203724060203201	Far upstream element-binding protein 3
FUCA2	-0.709053549693579	0.0286109830182228	Plasma alpha-L-fucosidase
FUNDC2	0.876319085637338	0.00109009423781861	FUN14 domain-containing protein 2
FUT8	0.880758668537185	0.0493374414583685	Alpha-(1,6)-fucosyltransferase
FXR2	-0.934605179487185	0.000357360792094565	Fragile X mental retardation syndrome-related protein 2
G3BP1	-0.500418820512831	0.0255713227470972	Ras GTPase-activating protein-binding protein 1
G3BP2	-2.91748020512821	1.34157667403186e-29	Ras GTPase-activating protein-binding protein 2
GABARAPL2	-0.910182410256425	0.00217050088926002	Gamma-aminobutyric acid receptor-associated protein-like 2
GABPB1	-2.20041605128205	2.26979349986202e-07	GA-binding protein subunit beta-1
GAK	-0.99407707692308	0.00475682717435417	Cyclin-G-associated kinase
GALC	0.904930472524356	0.0336274786148618	Galactocerebrosidase
GALE	-2.49884117948718	1.82677676263575e-14	UDP-glucose 4-epimerase
GALK1	-0.631249538461535	0.0341966866311524	Galactokinase
GALK2	-1.72932451282051	5.46622413419754e-08	N-acetylgalactosamine kinase
GALNT1	0.629167230769223	0.00866306700527701	Polypeptide N-acetylgalactosaminyltransferase 1
GALNT2	-0.58937164102565	0.0102524479460541	Polypeptide N-acetylgalactosaminyltransferase 2
GAPDH	-0.604226666666676	0.0149397678912416	Glyceraldehyde-3-phosphate dehydrogenase
GAPVD1	-0.568579794871791	0.0143659072247213	GTPase-activating protein and VPS9 domain-containing protein 1
GARS	-0.941471384615394	6.01290050282937e-06	Glycine--tRNA ligase
GART	-0.993455435897438	0.00111232357617334	Trifunctional purine biosynthetic protein adenosine-3
GBA	-1.51700485986555	0.000177553477047773	Glucosylceramidase
GBF1	-0.660592358974361	0.00131887001547867	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
GBP2	1.11071593319769	0.00732297917853893	Interferon-induced guanylate-binding protein 2
GCA	1.13474482051281	0.0356932197980379	Grancalcin
GCDH	-1.49937082051282	9.4226471544315e-05	Glutaryl-CoA dehydrogenase, mitochondrial
GCLC	-0.762839076923083	0.0145456597887159	Glutamate--cysteine ligase catalytic subunit
GCN1L1	-1.39253112820514	2.04208014344821e-13	Translational activator GCN1
GDE1	1.15373268445272	0.000412498992509517	Glycerophosphodiester phosphodiesterase 1
GDI1	-0.849338051282057	0.0472327990869754	Rab GDP dissociation inhibitor alpha
GEMIN4	-0.717673907253953	0.016915282880841	Gem-associated protein 4
GEMIN5	-1.4704858974359	5.86655583762201e-08	Gem-associated protein 5
GFM1	-0.871473025641027	0.000107373059798175	Elongation factor G, mitochondrial
GFPT1	-0.603595076923074	0.0467535362691038	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1
GGA3	-1.37510794549826	8.14972795639855e-07	ADP-ribosylation factor-binding protein GGA3
GGCT	-1.33683312820513	5.49892593774393e-08	Gamma-glutamylcyclotransferase
GHDC	-1.01627487179488	0.000739669948589721	GH3 domain-containing protein
GHITM	-1.15850221054251	0.00300292380356535	Growth hormone-inducible transmembrane protein
GINS3	-1.95118656410257	4.10825693360297e-07	DNA replication complex GINS protein PSF3
GINS4	-1.75938860575638	2.05768779690163e-05	DNA replication complex GINS protein SLD5
GIT1	-1.13213158974359	3.90777787263811e-05	ARF GTPase-activating protein GIT1
GIT2	-0.438589948717961	0.0493995197106895	ARF GTPase-activating protein GIT2
GK	1.20909739897896	0.00414822421659366	Glycerol kinase
GLO1	0.413825538461531	0.0982558381330482	Lactoylglutathione lyase
GLRX3	-0.546271076923077	0.042528576334494	Glutaredoxin-3
GLRX5	0.525392564102553	0.0883818524217646	Glutaredoxin-related protein 5, mitochondrial
GLUD1	1.86067358974358	8.34374605045419e-15	Glutamate dehydrogenase 1, mitochondrial
GLYR1	-0.454198461538468	0.0221341476053506	Putative oxidoreductase GLYR1
GMDS	-1.06833958974359	0.000101200825960157	GDP-mannose 4,6 dehydratase
GMEB1	0.954497215659538	0.00841181582345216	Glucocorticoid modulatory element-binding protein 1
GMIP	0.656678461538457	0.0347545288377146	GEM-interacting protein
GMPPA	-0.919984871794879	0.000345387781984666	Mannose-1-phosphate guanyltransferase alpha
GMPPB	-1.51124046153847	1.43494685279265e-08	Mannose-1-phosphate guanyltransferase beta
GMPR	-3.24975411675537	1.27571828660617e-07	GMP reductase 1
GMPR2	-0.810563179487183	0.00304588179466572	GMP reductase 2
GMPS	-1.93283917948717	7.2465762945414e-20	GMP synthase [glutamine-hydrolyzing]
GNA11	-2.19185095078498	1.45617558550915e-05	Guanine nucleotide-binding protein subunit alpha-11
GNA13	0.655937589743587	0.0048414887165555	Guanine nucleotide-binding protein subunit alpha-13
GNAQ	1.00968100140386	0.00273953080634824	Guanine nucleotide-binding protein G(q) subunit alpha
GNAS	0.468748820512811	0.0593339863121791	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas
GNB1	2.776074682045	2.98770023327171e-18	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
GNB2L1	-1.42020287179488	1.6243067189212e-08	Guanine nucleotide-binding protein subunit beta-2-like 1
GNG5	-0.473359384615396	0.0817847670709041	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5
GNL2	-0.98543717948718	0.000290891151532436	Nucleolar GTP-binding protein 2
GNL3	-0.881554205128207	0.00336700475436584	Guanine nucleotide-binding protein-like 3
GOLGA3	-0.59109176273072	0.0184680003986973	Golgin subfamily A member 3
GOLGB1	-0.514870717948721	0.0242692577011737	Golgin subfamily B member 1
GOLIM4	-2.14684753846154	9.88744764903079e-12	Golgi integral membrane protein 4
GOLPH3L	-1.41367994871796	0.000195811473884172	Golgi phosphoprotein 3-like
GOLT1B	-1.29125263383356	0.0116326333449591	Vesicle transport protein GOT1B
GOPC	-0.879520902919781	0.0112150780377226	Golgi-associated PDZ and coiled-coil motif-containing protein
GORASP2	-1.10319241025641	2.82299337739414e-09	Golgi reassembly-stacking protein 2
GOT1	-0.685435179487175	0.0101299287972765	Aspartate aminotransferase, cytoplasmic
GPATCH8	-1.33517410570287	1.72469237691983e-06	G patch domain-containing protein 8
GPD1L	-0.540039999999999	0.0269649133515961	Glycerol-3-phosphate dehydrogenase 1-like protein
GPI	-1.66687902564104	1.01753745495911e-07	Glucose-6-phosphate isomerase
GPKOW	-0.615109128205132	0.00345602547057357	G patch domain and KOW motifs-containing protein
GPN1	-1.04097717948719	6.45909418391498e-05	GPN-loop GTPase 1
GPR107	-0.522153325145929	0.0620916929596242	Protein GPR107
GPR89A	0.911759632383113	0.0158189618874144	Golgi pH regulator A;Golgi pH regulator B
GPS1	-0.863353487179499	5.35707982531545e-06	COP9 signalosome complex subunit 1
GPX4	-1.43664215384615	1.13618159716416e-09	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial
GRB2	-0.514007538461538	0.043304465916068	Growth factor receptor-bound protein 2
GRHPR	0.811290820512813	0.00137211733735384	Glyoxylate reductase/hydroxypyruvate reductase
GRIPAP1	-0.717159538461544	0.000113354244783648	GRIP1-associated protein 1
GRWD1	-1.34720150925645	2.83537447409525e-05	Glutamate-rich WD repeat-containing protein 1
GSDMD	-1.06602948717949	0.000424894549756909	Gasdermin-D
GSN	-1.08617276923077	0.0201625151003002	Gelsolin
GSPT1	-0.832086410256416	0.0114481281443556	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A
GSPT2	1.64946426921781	0.000635736565812988	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B
GSR	0.859881435897432	0.000134969625043446	Glutathione reductase, mitochondrial
GSS	-4.73163610256412	6.02608757997107e-40	Glutathione synthetase
GSTK1	-0.699588615384634	0.0418791558477631	Glutathione S-transferase kappa 1
GTF2A1	-0.824338108898495	0.00497726102843995	Transcription initiation factor IIA subunit 1
GTF2A2	-1.66403254580391	0.000619943223204546	Transcription initiation factor IIA subunit 2
GTF2B	-0.739180717948726	0.000300029218447383	Transcription initiation factor IIB
GTF2F1	-1.73766851282051	1.903420659309e-09	General transcription factor IIF subunit 1
GTF2F2	-1.48274415384616	6.44860911573669e-12	General transcription factor IIF subunit 2
GTF2I	-1.13812615384615	4.5894355801675e-06	General transcription factor II-I
GTF3C3	0.498455128205126	0.0253797237935224	General transcription factor 3C polypeptide 3
GTF3C5	-0.404162923076923	0.0490853202228581	General transcription factor 3C polypeptide 5
GTPBP1	-0.993208410256418	2.26986602802682e-05	GTP-binding protein 1
GTPBP3	-0.619611909683487	0.0726415653306911	tRNA modification GTPase GTPBP3, mitochondrial
GTPBP4	0.564460820512821	0.0147548267516218	Nucleolar GTP-binding protein 1
GUK1	-1.46087528205129	2.38876004377085e-07	Guanylate kinase
GYG1	-0.764437846153854	0.0105873695766231	Glycogenin-1
H0YIV9	-0.701276564102574	0.0542770454820268	Uncharacterized protein (Fragment)
H1FX	0.887666051282043	0.00437768168896025	Histone H1x
H2AFX	1.41486189743588	0.000420353218700912	Histone H2AX
H2AFY	1.61550046153845	2.71483785029248e-07	Core histone macro-H2A.1
H2AFY2	1.14682923076922	0.00261033404998733	Core histone macro-H2A.2
H2AFZ	1.16619830769229	2.10962050563918e-05	Histone H2A.Z;Histone H2A.V
HADH	0.919382461538451	4.33017606648694e-05	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial
HAGH	-0.733482410256418	0.00180299712839668	Hydroxyacylglutathione hydrolase, mitochondrial
HARS2	1.35908218798276	0.000397031374740143	Probable histidine--tRNA ligase, mitochondrial
HAT1	-1.74389646153847	1.92568184190054e-06	Histone acetyltransferase type B catalytic subunit
HAUS5	-4.98622497435897	5.44726924983622e-46	HAUS augmin-like complex subunit 5
HBA1	1.54362507692307	0.0670041589564054	Hemoglobin subunit alpha
HBB	2.66561241025641	0.00322785602290894	Hemoglobin subunit beta
HBD	3.51992560193333	6.01768642136447e-05	Hemoglobin subunit delta
HBS1L	-0.830870615384617	0.00181363995653725	HBS1-like protein
HDAC2	-1.33352871794871	9.01112015457487e-08	Histone deacetylase 2
HDAC3	-0.570870102564117	0.0459767798176624	Histone deacetylase 3
HDAC4	-2.3187674157822	6.19496666744194e-09	Histone deacetylase 4
HDAC6	-1.06746666666667	0.000422543134866625	Histone deacetylase 6
HDDC2	-0.8878798974359	0.00189510185977156	HD domain-containing protein 2
HDDC3	-0.592044974358974	0.0932376257356524	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1
HDGFRP2	0.512687179487163	0.00331457599067874	Hepatoma-derived growth factor-related protein 2
HDHD2	0.517561794871792	0.0545508424184272	Haloacid dehalogenase-like hydrolase domain-containing protein 2
HDLBP	-0.461214717948724	0.054340829173667	Vigilin
HEATR1	0.518723333333336	0.083314878640607	HEAT repeat-containing protein 1
HEATR3	-2.71637466666667	6.19884868650709e-09	HEAT repeat-containing protein 3
HEATR5B	-0.711671179487183	0.00274908417015111	HEAT repeat-containing protein 5B
HEBP2	-1.02412230769231	0.000367278824293686	Heme-binding protein 2
HECA	0.612551646877085	0.0209102787903478	Headcase protein homolog
HERC4	-1.76329328931973	1.22769092806885e-10	Probable E3 ubiquitin-protein ligase HERC4
HEXB	0.552416666666659	0.0678713130064866	Beta-hexosaminidase subunit beta
HEXIM1	-0.707430410256414	0.00293106243525164	Protein HEXIM1
HGH1	-0.557154358974358	0.0804391135349459	Protein HGH1 homolog
HGS	-0.911426974358982	5.23055522591353e-05	Hepatocyte growth factor-regulated tyrosine kinase substrate
HIBADH	0.684282512820502	0.0167249337184977	3-hydroxyisobutyrate dehydrogenase, mitochondrial
HIBCH	0.849513897435894	0.00243060608748082	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial
HINT1	1.03993025641025	0.000581601408065092	Histidine triad nucleotide-binding protein 1
HIRA	-0.900364512820518	2.06268709637287e-06	Protein HIRA
HIRIP3	-2.00804449976181	3.02066680911994e-10	HIRA-interacting protein 3
HIST1H1A	-10.0070552187558	4.20769535208394e-56	Histone H1.1
HIST1H1B	0.641337846153846	0.0433523104073386	Histone H1.5
HIST1H1D	3.01343434223763	6.78270012091493e-05	Histone H1.3
HIST1H1E	0.72823005128204	0.0101178810445559	Histone H1.4
HIST1H2BJ	4.12287441025641	1.35362550560461e-35	Histone H2B type 1-J;Histone H2B type 2-E
HIST1H3A	0.972709538461526	0.000824357661143432	Histone H3.1
HIST2H2AB	1.22547066666666	0.000554922521068359	Histone H2A type 2-B
HK2	-2.1704551771308	1.71916093339533e-07	Hexokinase-2
HLA-DRA	-1.54354	0.0073394256344253	HLA class II histocompatibility antigen, DR alpha chain
HLA-DRB1	-1.26019825641027	0.0246901351104617	HLA class II histocompatibility antigen, DRB1-15 beta chain
HLA-DRB3	-3.99528589401084	1.37810783037498e-06	HLA class II histocompatibility antigen, DR beta 3 chain
HLA-DRB5	3.43221496744985	1.13697732276583e-07	HLA class II histocompatibility antigen, DR beta 5 chain
HLA-E	-1.15319025641027	0.036670066731641	HLA class I histocompatibility antigen, alpha chain E
HLA-F	-2.97865471794873	0.000893267019872041	HLA class I histocompatibility antigen, alpha chain F
HMBS	-0.870342820512825	0.0220379891764117	Porphobilinogen deaminase
HMG20A	-0.763985230769235	0.00827017941629369	High mobility group protein 20A
HMG20B	-1.08350038049208	0.000128233432289445	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related
HMGB2	0.808865435897424	0.00362798083204095	High mobility group protein B2
HMGB3	-1.73757784615385	1.47946612111322e-05	High mobility group protein B3
HMGN5	-1.32586871794872	0.0115223369734084	High mobility group nucleosome-binding domain-containing protein 5
HMOX2	-1.59305112820513	5.19427302496847e-10	Heme oxygenase 2
HN1	-1.26809753846155	1.83084548926546e-05	Hematological and neurological expressed 1 protein
HN1L	-0.951484871794886	0.00216794547353117	Hematological and neurological expressed 1-like protein
HNRNPA1	-0.534576307692301	0.0352804558087441	Heterogeneous nuclear ribonucleoprotein A1
HNRNPA2B1	0.606936102564095	0.00123004263951086	Heterogeneous nuclear ribonucleoproteins A2/B1
HNRNPA3	0.465589948717955	0.0339915579524312	Heterogeneous nuclear ribonucleoprotein A3
HNRNPC	-1.84700584615384	1.37933283991674e-09	Heterogeneous nuclear ribonucleoproteins C1/C2
HNRNPD	0.561586358974356	0.0360520464954748	Heterogeneous nuclear ribonucleoprotein D0
HNRNPDL	0.545169589743583	0.0272522077917035	Heterogeneous nuclear ribonucleoprotein D-like
HNRNPH2	-0.969231076923084	2.89381055077857e-05	Heterogeneous nuclear ribonucleoprotein H2
HNRNPK	0.509464512820504	0.0230191521467226	Heterogeneous nuclear ribonucleoprotein K
HNRNPLL	-1.74146876923077	0.000387870806162197	Heterogeneous nuclear ribonucleoprotein L-like
HNRNPU	1.98635528205128	1.09922776874496e-16	Heterogeneous nuclear ribonucleoprotein U
HNRNPUL1	0.629608512820511	0.000484468160245206	Heterogeneous nuclear ribonucleoprotein U-like protein 1
HNRNPUL2	0.343478923076916	0.0669039355658743	Heterogeneous nuclear ribonucleoprotein U-like protein 2
HPCAL1	-0.332530051282053	0.0817342742168111	Hippocalcin-like protein 1
HS1BP3	-0.953845538461536	0.000167075701541937	HCLS1-binding protein 3
HSBP1	-1.40773536877002	0.00393119380846103	Heat shock factor-binding protein 1
HSCB	0.876119606180577	0.00328153124071606	Iron-sulfur cluster co-chaperone protein HscB, mitochondrial
HSD17B11	-0.669412205128214	0.0298005239493984	Estradiol 17-beta-dehydrogenase 11
HSD17B4	-1.07629164102565	0.000118813209661567	Peroxisomal multifunctional enzyme type 2
HSDL2	0.487870358974362	0.054543087943049	Hydroxysteroid dehydrogenase-like protein 2
HSP90AA1	-0.332221743589759	0.0547297009295839	Heat shock protein HSP 90-alpha
HSP90AB1	-1.66687220512821	1.68993137077418e-10	Heat shock protein HSP 90-beta
HSP90B1	-0.445462000000003	0.0726120698320875	Endoplasmin
HSPA13	-0.568365478921619	0.0399105048236241	Heat shock 70 kDa protein 13
HSPA14	-1.03697538461539	7.9759438626558e-05	Heat shock 70 kDa protein 14
HSPA1A	-0.719130769230777	0.00257255219632584	Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B
HSPA2	-8.92273633480479	7.23163257614336e-66	Heat shock-related 70 kDa protein 2
HSPA4	-0.555252153846155	0.011423897669815	Heat shock 70 kDa protein 4
HSPA9	-0.385691948717952	0.0727583752213445	Stress-70 protein, mitochondrial
HSPBP1	-1.50562974358974	1.29789093918702e-07	Hsp70-binding protein 1
HSPE1	1.16083307692308	1.41504922244348e-05	10 kDa heat shock protein, mitochondrial
HSPH1	-1.64082666666667	4.55635726896136e-08	Heat shock protein 105 kDa
HTT	-0.758731282051283	0.000621869727328454	Huntingtin
HUWE1	-0.566363230769236	0.041995581002723	E3 ubiquitin-protein ligase HUWE1
HVCN1	-1.27428508728842	0.0303413634445342	Voltage-gated hydrogen channel 1
HYPK	-0.633016256410272	0.0549713559206195	Huntingtin-interacting protein K
HZGJ	-1.09544861538462	2.35987522272453e-05	HZGJ
IBA57	1.51188448616338	1.02433674047276e-05	Putative transferase CAF17, mitochondrial
ICAM1	0.86162370962508	0.0682084619332995	Intercellular adhesion molecule 1
IDE	-0.979996410256419	2.38889968430467e-05	Insulin-degrading enzyme
IDH2	0.876184256410244	5.68891303072396e-05	Isocitrate dehydrogenase [NADP], mitochondrial
IDI1	-1.95329528205129	2.97187417870107e-08	Isopentenyl-diphosphate Delta-isomerase 1
IFI16	0.539290717948706	0.0645474618116766	Gamma-interferon-inducible protein 16
IFI35	-0.934505589743596	0.000651628556896029	Interferon-induced 35 kDa protein
IFT27	-1.54632075175875	2.55332231976162e-05	Intraflagellar transport protein 27 homolog
IGBP1	-1.0352978974359	1.31807532728029e-06	Immunoglobulin-binding protein 1
IGFALS	-1.64627624928461	0.0162515719307673	Insulin-like growth factor-binding protein complex acid labile subunit
IGFBP2	-4.77264797679798	8.33075750819146e-13	Insulin-like growth factor-binding protein 2
IGHM	2.54840296258245	0.00047467889851943	Ig mu chain C region
IGKV1-8	1.27549046153846	0.0110545796069755	Protein IGKV1-8;Protein IGKV3-11;Ig kappa chain C region
IKBKAP	-0.672013692307701	0.00588864125853272	Elongator complex protein 1
IKBKB	-0.598805128205127	0.0107984963203668	Inhibitor of nuclear factor kappa-B kinase subunit beta
IKZF1	-0.56279133333334	0.00187015401105139	DNA-binding protein Ikaros
IL18	-0.8368655883034	0.0600916246648354	Interleukin-18
IL18R1	-5.68171963341856	3.35634105968542e-45	Interleukin-18 receptor 1
ILF3	0.691831333333315	0.00374487810148365	Interleukin enhancer-binding factor 3
ILKAP	-1.51110912820513	7.84775738289710e-11	Integrin-linked kinase-associated serine/threonine phosphatase 2C
ILVBL	-0.855085282051288	0.000615323658341291	Acetolactate synthase-like protein
IMP3	-0.610802051282057	0.0502191625515646	U3 small nucleolar ribonucleoprotein protein IMP3
IMPA2	-1.24785620512821	0.00809766512398446	Inositol monophosphatase 2
IMPACT	-0.9233269969869	0.0183739346016025	Protein IMPACT
IMPAD1	-0.812693538461547	0.000263814103780941	Inositol monophosphatase 3
